INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point
 Eastbound Peigan Trail at 26 Street SE ,Traffic incident. Blocking the EB lane,5/11/2025 15:54,5/11/2025 16:58,SE,-113.9995074,51.01540578,1,2025-05-11T15:54:4251.015405777140316-113.99950744192313,POINT (-113.99950744192313 51.015405777140316)
 Memorial Drive and 68 Street NE ,Traffic incident.,5/11/2025 14:44,5/11/2025 15:58,NE,-113.9355533,51.05247352,1,2025-05-11T14:44:5351.052473517787625-113.93555329877539,POINT (-113.93555329877539 51.052473517787625)
 Redstone Drive and Redstone Gv NE ,There is an incident involving a pedestrian- EMS on site.,5/11/2025 14:41,5/11/2025 14:45,NE,-113.9658682,51.16832778,1,2025-05-11T14:41:0751.16832778371528-113.96586823709019,POINT (-113.96586823709019 51.16832778371528)
 Southbound 85 Street at Bow Trail SW ,Two vehicle incident. Blocking multiple lanes,5/11/2025 13:40,5/11/2025 13:45,SW,-114.2111135,51.05202429,1,2025-05-11T13:40:5151.05202429122776-114.2111134748997,POINT (-114.2111134748997 51.05202429122776)
 1A Street south of 61 Avenue SE ,There is an incident involving a pedestrian- EMS on site.,5/11/2025 12:09,5/11/2025 12:39,SE,-114.0675723,50.99662085,1,2025-05-11T12:09:2050.996620853722234-114.06757230513506,POINT (-114.06757230513506 50.996620853722234)
 Westbound Anderson Road and Acadia Drive SE ,Traffic incident. Blocking the middle lane,5/11/2025 11:51,5/11/2025 12:11,SE,-114.0391868,50.94838361,1,2025-05-11T11:51:5350.948383611331806-114.03918681231058,POINT (-114.03918681231058 50.948383611331806)
 Southland Drive and Bonaventure Drive SE ,"Traffic signals are flashing red. Crews have been dispatched, please proceed with caution",5/11/2025 9:29,5/11/2025 9:34,SE,-114.0681173,50.96496014,1,2025-05-11T09:29:5150.964960140230225-114.06811730995891,POINT (-114.06811730995891 50.964960140230225)
 40 Avenue and Crowchild Trail NW ,"Traffic signals are flashing red. Crews have been dispatched, please proceed with caution",5/11/2025 9:27,5/11/2025 11:21,NW,-114.1357134,51.08824041,1,2025-05-11T09:27:4751.08824040710023-114.13571336927747,POINT (-114.13571336927747 51.08824040710023)
 Southbound Stoney Trail and 17 Avenue SE ,Traffic incident. Blocking the left shoulder,5/11/2025 8:14,5/11/2025 9:29,SE,-113.9215582,51.0381818,1,2025-05-11T08:14:1351.03818180356997-113.92155818734213,POINT (-113.92155818734213 51.03818180356997)
 9 Avenue and 1 Street SW ,Traffic incident.,5/11/2025 3:04,5/11/2025 3:08,SW,-114.0655698,51.04468051,1,2025-05-11T03:04:2651.04468050739196-114.06556984652744,POINT (-114.06556984652744 51.04468050739196)
 Southbound Stoney Trail and 17 Avenue SE ,Traffic incident.,5/11/2025 2:59,5/11/2025 3:08,SE,-113.9289124,51.03789012,1,2025-05-11T02:59:0851.037890116253486-113.92891237412302,POINT (-113.92891237412302 51.037890116253486)
 College Lane and 17 Avenue SW ,Traffic incident.,5/11/2025 1:40,5/11/2025 1:43,SW,-114.0782966,51.03781197,1,2025-05-11T01:40:3551.0378119743752-114.07829656248168,POINT (-114.07829656248168 51.0378119743752)
 Eastbound Memorial Drive and 44 Street SE ,Traffic incident. Blocking multiple lanes,5/10/2025 23:03,5/10/2025 23:05,SE,-113.9699978,51.05290636,1,2025-05-10T23:03:5551.052906355418905-113.96999775129211,POINT (-113.96999775129211 51.052906355418905)
 Blackfoot Trail and 71 Avenue SE ,Traffic incident.,5/10/2025 21:22,5/10/2025 21:23,SE,-114.0537043,50.98830456,1,2025-05-10T21:22:1350.988304560861856-114.05370431646728,POINT (-114.05370431646728 50.988304560861856)
 Northbound Centre Street at 12 Avenue NE ,Traffic incident. Blocking the right lane,5/10/2025 21:17,5/10/2025 21:40,NW,-114.0625228,51.06334762,1,2025-05-10T21:17:3051.063347623436755-114.06252281359855,POINT (-114.06252281359855 51.063347623436755)
 Southland Drive and Acadia Drive SE ,Traffic signals are flashing red. Crew has been dispatched,5/10/2025 20:09,5/10/2025 20:46,SE,-114.0484281,50.96398656,1,2025-05-10T20:09:2750.96398656182972-114.04842807045684,POINT (-114.04842807045684 50.96398656182972)
 Eastbound Bow Trail at 85 Street SW ,Two vehicle incident. Blocking the EB to SB lane,5/10/2025 18:32,5/10/2025 20:11,SW,-114.2114213,51.05228677,1,2025-05-10T18:32:4551.052286774448156-114.21142132209631,POINT (-114.21142132209631 51.052286774448156)
 Northbound Tsuut &#39;Ina Trail approaching Glenmore Trail SW ,Traffic incident. Blocking the right lane,5/10/2025 17:10,5/10/2025 17:44,SW,-114.1646077,51.00140033,1,2025-05-10T17:10:3951.00140033361554-114.16460766586164,POINT (-114.16460766586164 51.00140033361554)
 Northbound Deerfoot Trail approaching Glenmore Trail SE ,Traffic incident. Blocking the right lane,5/10/2025 17:08,5/10/2025 17:27,SE,-114.0357014,50.98511485,1,2025-05-10T17:08:1250.98511484766199-114.03570143216119,POINT (-114.03570143216119 50.98511484766199)
 Westbound 64 Avenue at Centre Street N ,Two vehicle incident. Blocking the right lane,5/10/2025 16:26,5/10/2025 17:33,NE,-114.0617992,51.1106797,1,2025-05-10T16:26:5651.1106796961485-114.0617992067379,POINT (-114.0617992067379 51.1106796961485)
 130 Avenue and Mcivor Boulevard SE ,Traffic incident.,5/10/2025 16:15,5/10/2025 17:13,SE,-113.9352693,50.92835686,1,2025-05-10T16:15:2550.928356864782785-113.935269328295,POINT (-113.935269328295 50.928356864782785)
 Southbound 68 Street approaching McKnight Boulevard NE ,Traffic incident. Blocking the left lane,5/10/2025 15:30,5/10/2025 15:32,NW,-113.935223,51.09680679,1,2025-05-10T15:30:0251.09680679361115-113.93522300157784,POINT (-113.93522300157784 51.09680679361115)
 Westbound Glenmore Trail approaching Crowchild Trail SW ,Traffic incident.,5/10/2025 13:48,5/10/2025 15:44,SW,-114.1146167,50.9996728,1,2025-05-10T13:48:2050.99967280368522-114.1146167284564,POINT (-114.1146167284564 50.99967280368522)
 Eastbound Glenmore Trail approaching Crowchild Trail SW ,Traffic incident. Blocking the right lane,5/10/2025 13:41,5/10/2025 13:51,SW,-114.1233665,51.00116708,1,2025-05-10T13:41:4051.00116707833505-114.1233665272234,POINT (-114.1233665272234 51.00116707833505)
 Northbound 14 Street and 21 Avenue NW ,Traffic incident.,5/10/2025 12:30,5/10/2025 12:30,NW,-114.0947286,51.07142523,1,2025-05-10T12:30:1551.0714252329649-114.09472860629512,POINT (-114.09472860629512 51.0714252329649)
 Southland Drive and Bonaventure Drive SE ,Traffic signals are flashing red.,5/10/2025 11:11,5/10/2025 11:56,SE,-114.0681173,50.96496014,1,2025-05-10T11:11:2550.964960140230225-114.06811730995891,POINT (-114.06811730995891 50.964960140230225)
 4 Avenue and 1 Street SE ,Traffic incident.,5/10/2025 11:10,5/10/2025 11:12,SE,-114.0603002,51.04925975,1,2025-05-10T11:10:4151.049259747314004-114.06030022024639,POINT (-114.06030022024639 51.049259747314004)
 Eastbound Memorial Drive and Zoo Drive NE ,The EB ramp is closed.,5/10/2025 6:52,5/10/2025 7:24,NE,-114.0361669,51.04765335,1,2025-05-10T06:52:4251.04765335290389-114.03616691966866,POINT (-114.03616691966866 51.04765335290389)
 18 Street and 12 Avenue SW ,Traffic incident.,5/10/2025 5:10,5/10/2025 5:12,SW,-114.1042934,51.0422566,1,2025-05-10T05:10:5951.042256603461354-114.10429338289465,POINT (-114.10429338289465 51.042256603461354)
 John Laurie Boulevard and Mcknight Boulevard NW ,Traffic incident.,5/10/2025 3:44,5/10/2025 3:44,NW,-114.0833179,51.09731627,1,2025-05-10T03:44:0451.09731627341211-114.08331794348672,POINT (-114.08331794348672 51.09731627341211)
 Eastbound Memorial Drive and Zoo Road NE ,Traffic incident. Blocking multiple lanes,5/10/2025 3:27,5/10/2025 5:12,NE,-114.0361669,51.04765335,1,2025-05-10T03:27:0451.04765335290389-114.03616691966866,POINT (-114.03616691966866 51.04765335290389)
 Crowchild Trail and 40 Avenue NW ,Traffic signals are flashing red.,5/9/2025 22:08,5/9/2025 22:10,NW,-114.1357134,51.08824041,1,2025-05-09T22:08:1051.08824040710023-114.13571336927747,POINT (-114.13571336927747 51.08824040710023)
 Westbound McKnight Boulevard at Stoney Trail NE ,Traffic incident. Blocking the right lane,5/9/2025 19:11,5/9/2025 19:49,NW,-113.9193372,51.09684177,1,2025-05-09T19:11:2151.09684177192641-113.91933717755002,POINT (-113.91933717755002 51.09684177192641)
 Brentwood Road and Blakiston Drive NW ,Traffic incident.,5/9/2025 18:32,5/9/2025 19:15,NW,-114.1326899,51.08897339,1,2025-05-09T18:32:2451.08897338923321-114.13268994713793,POINT (-114.13268994713793 51.08897338923321)
 Centre Street and 40 Avenue NW ,There is an incident involving a pedestrian- EMS on site. Centre St is closed in both directions between 38 Ave and 40 Ave NW.,5/9/2025 18:03,5/9/2025 19:49,NW,-114.0624337,51.08874048,1,2025-05-09T18:03:4551.08874047848084-114.06243371391028,POINT (-114.06243371391028 51.08874047848084)
 Elbow Drive and 30 Avenue SW ,Traffic incident.,5/9/2025 17:27,5/9/2025 18:42,SW,-114.0788171,51.02641154,1,2025-05-09T17:27:5551.02641153648944-114.07881705030437,POINT (-114.07881705030437 51.02641153648944)
 Northbound 36 Street at 14 Avenue SE ,Traffic incident. Blocking the right lane,5/9/2025 16:31,5/9/2025 16:34,SE,-113.9816125,51.04093318,1,2025-05-09T16:31:4051.04093318031294-113.98161254457924,POINT (-113.98161254457924 51.04093318031294)
 26 Avenue and 37 Street SW ,Traffic incident.,5/9/2025 15:50,5/9/2025 16:34,SW,-114.1411339,51.03005191,1,2025-05-09T15:50:0251.030051911460895-114.14113390855404,POINT (-114.14113390855404 51.030051911460895)
 Eastbound 16 Avenue at Russet Road NE ,Traffic incident. Blocking the right lane,5/9/2025 15:27,5/9/2025 15:29,NE,-114.0424585,51.06690837,1,2025-05-09T15:27:0351.06690837451331-114.04245845546598,POINT (-114.04245845546598 51.06690837451331)
 Northbound Metis Trail at 88 Avenue NE ,Traffic incident. Blocking the right lane,5/9/2025 14:17,5/9/2025 15:50,NE,-113.9708714,51.13262625,1,2025-05-09T14:17:1951.13262624857229-113.97087139153,POINT (-113.97087139153 51.13262624857229)
 Southbound Crowchild Trail at Glenmore Trail SW ,Two vehicle incident. Blocking multiple lanes,5/9/2025 13:45,5/9/2025 14:32,SW,-114.1181069,51.0005283,1,2025-05-09T13:45:5851.000528303786794-114.11810694857463,POINT (-114.11810694857463 51.000528303786794)
 Eastbound Glenmore Trail and Crowchild Trail SW ,Two vehicle incident. Blocking the SB to EB left lane,5/9/2025 12:28,5/9/2025 12:30,SW,-114.1143181,50.99936178,1,2025-05-09T12:28:4050.9993617792575-114.11431806324016,POINT (-114.11431806324016 50.9993617792575)
 Eastbound Glenmore Trail and Crowchild Trail SW ,Two vehicle incident.  Blocking the SB to EB right lane,5/9/2025 12:28,5/9/2025 14:20,SW,-114.1161114,50.99961955,1,2025-05-09T12:28:4050.99961954663841-114.11611137156865,POINT (-114.11611137156865 50.99961954663841)
 Mcknight Boulevard and Laycock Drive NW ,Traffic incident.,5/9/2025 12:07,5/9/2025 12:30,NW,-114.0660511,51.09605895,1,2025-05-09T12:07:1151.09605895180461-114.06605107538545,POINT (-114.06605107538545 51.09605895180461)
 Northbound Deerfoot Trail and Memorial Drive SE ,Traffic incident. Blocking the left lanes,5/9/2025 9:26,5/9/2025 9:34,SE,-114.0171456,51.04789466,1,2025-05-09T09:26:2151.047894660023026-114.01714555699962,POINT (-114.01714555699962 51.047894660023026)
 Northbound Deerfoot Trail and Memorial Drive SE ,Traffic incident.  Blocking the right lane,5/9/2025 9:26,5/9/2025 10:05,SE,-114.0171851,51.04795381,1,2025-05-09T09:26:2151.04795380663405-114.01718508351411,POINT (-114.01718508351411 51.04795380663405)
 Ogden Road and 78 Avenue SE ,Traffic incident. Blocking the NB lanes,5/9/2025 8:44,5/9/2025 9:41,SE,-113.9987792,50.98322048,1,2025-05-09T08:44:2750.98322047578055-113.99877917411392,POINT (-113.99877917411392 50.98322047578055)
 Old Banff Coach Road and 73 Street SW ,Traffic incident.,5/9/2025 8:36,5/9/2025 9:41,SW,-114.1936331,51.06672569,1,2025-05-09T08:36:5751.066725692144004-114.19363314856159,POINT (-114.19363314856159 51.066725692144004)
 40 Street and 72 Avenue SE ,Traffic incident.,5/9/2025 8:24,5/9/2025 8:47,SE,-113.9765313,50.98951325,1,2025-05-09T08:24:4350.98951324901285-113.97653134547934,POINT (-113.97653134547934 50.98951324901285)
 26 Street and Bow Trail SW ,"LRT gates stuck, blocking NB and SB, CPS on scene, crew has been dispatched",5/9/2025 5:36,5/9/2025 5:40,SW,-114.1236427,51.04150723,1,2025-05-09T05:36:5351.04150722937568-114.12364274980682,POINT (-114.12364274980682 51.04150722937568)
 Millican Road and Ogden Road SE ,Traffic incident.,5/9/2025 0:56,5/9/2025 0:58,SE,-114.0097637,50.99966308,1,2025-05-09T00:56:5750.99966307724857-114.00976374360148,POINT (-114.00976374360148 50.99966307724857)
 Kincora Glen Road and Symons Valley Road NW ,Traffic incident.,5/8/2025 23:24,5/8/2025 23:25,NW,-114.1302707,51.16565057,1,2025-05-08T23:24:0651.16565056837708-114.13027072564563,POINT (-114.13027072564563 51.16565056837708)
 7 Avenue and 3 Street SE ,Two vehicle incident.,5/8/2025 21:09,5/8/2025 21:41,SE,-114.0555761,51.04627876,1,2025-05-08T21:09:4751.046278757253596-114.0555760670058,POINT (-114.0555760670058 51.046278757253596)
 Southbound Deerfoot Trail and 16 Avenue NE ,Traffic incident. Blocking the right lane,5/8/2025 20:17,5/8/2025 21:10,NE,-113.92092,51.07533695,1,2025-05-08T20:17:5651.075336951969945-113.92092001659044,POINT (-113.92092001659044 51.075336951969945)
 52 Street and Auburn Meadows Drive SE ,Traffic incident.,5/8/2025 16:53,5/8/2025 17:08,SE,-113.9431197,50.89395312,1,2025-05-08T16:53:3750.893953120927065-113.94311967228033,POINT (-113.94311967228033 50.893953120927065)
 Southbound Deerfoot Trail approaching Glenmore Trail SW ,Traffic incident. Blocking the two right lanes,5/8/2025 15:48,5/8/2025 16:54,SW,-114.0298911,51.0035562,1,2025-05-08T15:48:2651.003556201035884-114.02989114376412,POINT (-114.02989114376412 51.003556201035884)
 Southbound Deerfoot Trail and Peigan Trail SE ,Traffic incident.,5/8/2025 13:58,5/8/2025 14:41,SE,-114.006838,51.01301367,1,2025-05-08T13:58:3551.013013667173944-114.00683798676769,POINT (-114.00683798676769 51.013013667173944)
 10 Avenue and 13 Street SW ,Traffic incident.,5/8/2025 13:07,5/8/2025 13:59,SW,-114.0936936,51.04418318,1,2025-05-08T13:07:0851.04418318235513-114.09369362793441,POINT (-114.09369362793441 51.04418318235513)
 Riverfront Avenue at Centre Street S ,Single vehicle incident. Blocking the EB lane,5/8/2025 13:02,5/8/2025 14:24,SE,-114.0625622,51.05201211,1,2025-05-08T13:02:5351.052012111465636-114.06256217642797,POINT (-114.06256217642797 51.052012111465636)
 Westbound Glenmore Trail approaching Blackfoot Trail SE ,Stalled vehicle. Blocking the right lane,5/8/2025 9:08,5/8/2025 9:19,SE,-114.044297,50.99460929,1,2025-05-08T09:08:2050.99460928906089-114.04429704187281,POINT (-114.04429704187281 50.99460928906089)
 10 Avenue and 1 Street SE ,Traffic incident. Blocking multiple lanes in the intersection,5/8/2025 8:39,5/8/2025 9:10,SE,-114.0607286,51.04325537,1,2025-05-08T08:39:5251.04325537317118-114.06072864394919,POINT (-114.06072864394919 51.04325537317118)
 Berkshire Boulevard and Sandstone Drive NW ,Traffic incident.,5/8/2025 8:35,5/8/2025 9:24,NW,-114.0892657,51.13381372,1,2025-05-08T08:35:3351.13381372268361-114.08926571094891,POINT (-114.08926571094891 51.13381372268361)
 John Laurie Boulevard and Hawkwood Boulevard NW ,Traffic incident.,5/8/2025 7:47,5/8/2025 9:10,NW,-114.1702519,51.12305851,1,2025-05-08T07:47:3351.12305850766611-114.17025187698998,POINT (-114.17025187698998 51.12305850766611)
 Eastbound Glenmore Trail at Deerfoot Trail SE ,Two vehicle incident.,5/8/2025 6:42,5/8/2025 7:25,SE,-114.0324575,50.99209477,1,2025-05-08T06:42:5950.99209477160208-114.03245747587722,POINT (-114.03245747587722 50.99209477160208)
 Westbound Glenmore Trail at Ogden Road SE ,Traffic incident. Blocking the right lane,5/8/2025 6:35,5/8/2025 7:07,SE,-113.9996358,50.97952539,1,2025-05-08T06:35:3850.97952539108144-113.99963584587067,POINT (-113.99963584587067 50.97952539108144)
 Eastbound Southland Drive and Bonaventure Drive SE ,Traffic incident. Blocking the right lane,5/7/2025 22:39,5/7/2025 22:41,SE,-114.0681173,50.96496014,1,2025-05-07T22:39:3450.964960140230225-114.06811730995891,POINT (-114.06811730995891 50.964960140230225)
 1 Street and 4 Avenue SE ,Traffic incident.,5/7/2025 22:34,5/7/2025 22:41,SW,-114.0603002,51.04925975,1,2025-05-07T22:34:0351.049259747314004-114.06030022024639,POINT (-114.06030022024639 51.049259747314004)
 Country Hills Boulevard and 11 Street NE ,Traffic incident.,5/7/2025 21:40,5/7/2025 21:41,NE,-114.0319923,51.15425713,1,2025-05-07T21:40:0751.15425713037779-114.031992328688,POINT (-114.031992328688 51.15425713037779)
 Northbound Stoney Trail approaching Mcknight Boulevard NE ,Traffic incident.,5/7/2025 17:28,5/7/2025 17:29,NE,-113.9209647,51.1202803,1,2025-05-07T17:28:1551.12028030473482-113.92096472509866,POINT (-113.92096472509866 51.12028030473482)
 16 Avenue and Bowness Road NW ,Traffic incident.,5/7/2025 17:26,5/7/2025 17:29,NW,-114.1521103,51.06599196,1,2025-05-07T17:26:0451.065991956927164-114.15211033146667,POINT (-114.15211033146667 51.065991956927164)
 Northbound Deerfoot Trail and 32 Avenue NE ,Two vehicle incident. Blocking the left lane,5/7/2025 16:58,5/7/2025 17:29,NE,-114.0366105,51.0841078,1,2025-05-07T16:58:3551.084107802136074-114.03661053151944,POINT (-114.03661053151944 51.084107802136074)
 Northbound Macleod Trail and 31 Avenue SW ,Traffic incident. blocking the left lane,5/7/2025 16:57,5/7/2025 17:29,SW,-114.0591721,51.02594011,1,2025-05-07T16:57:0451.025940114499576-114.05917205139872,POINT (-114.05917205139872 51.025940114499576)
 Southbound Deerfoot Trail approaching Peigan Trail SE ,Stalled vehicle. blocking the left lane,5/7/2025 16:06,5/7/2025 17:29,SE,-114.006838,51.01301367,1,2025-05-07T16:06:1051.013013667173944-114.00683798676769,POINT (-114.00683798676769 51.013013667173944)
 41 Avenue west of Edmonton Trail NE ,There is an incident involving a pedestrian- EMS on site.,5/7/2025 15:38,5/7/2025 16:59,NE,-114.0545062,51.09015654,1,2025-05-07T15:38:3651.090156539512975-114.05450622602848,POINT (-114.05450622602848 51.090156539512975)
 Canyon Meadows Drive and Bonaventure Drive SE ,Traffic incident.,5/7/2025 12:28,5/7/2025 13:17,SE,-114.0631252,50.93023996,1,2025-05-07T12:28:2550.930239963054895-114.0631251851286,POINT (-114.0631251851286 50.930239963054895)
 52 Street and 94 Avenue SE ,Traffic signals are blank. Crew has been dispatched,5/7/2025 12:08,5/7/2025 13:00,SE,-113.9584417,50.96861449,1,2025-05-07T12:08:0750.96861448780321-113.95844170343257,POINT (-113.95844170343257 50.96861448780321)
 Charleswood Drive and Brentwood Boulevard NW ,Traffic incident.,5/7/2025 12:07,5/7/2025 13:00,NW,-114.1228329,51.08512031,1,2025-05-07T12:07:4351.08512030912362-114.12283294522085,POINT (-114.12283294522085 51.08512030912362)
 4 Street and 68 Avenue NW ,Traffic incident.,5/7/2025 11:38,5/7/2025 12:28,NW,-114.0714457,51.11409529,1,2025-05-07T11:38:0251.114095294203615-114.07144566256983,POINT (-114.07144566256983 51.114095294203615)
 Eastbound Glenmore Trail at Richard Road SW ,Traffic incident.,5/7/2025 10:05,5/7/2025 11:38,SW,-114.1325619,51.00412364,1,2025-05-07T10:05:1451.00412364287713-114.13256188091485,POINT (-114.13256188091485 51.00412364287713)
 Northbound 52 Street at 32 Avenue NE ,Traffic incident. Blocking the NB thru lanes and EB right lane,5/7/2025 9:49,5/7/2025 10:20,NE,-113.9582056,51.08125355,1,2025-05-07T09:49:2651.08125354928404-113.9582055685449,POINT (-113.9582055685449 51.08125354928404)
 Eastbound Glenmore Trail at 52 Street SE ,Stalled vehicle.  Blocking the right shoulder,5/7/2025 9:25,5/7/2025 10:19,SE,-113.9619371,50.97964244,1,2025-05-07T09:25:5450.979642441088146-113.96193706085172,POINT (-113.96193706085172 50.979642441088146)
 Eastbound Glenmore Trail at 52 Street SE ,Stalled vehicle. Blocking the left lane,5/7/2025 9:25,5/7/2025 9:35,SE,-113.9592415,50.97940537,1,2025-05-07T09:25:5450.979405368732216-113.9592415074857,POINT (-113.9592415074857 50.979405368732216)
 Stoney Trail and Bow Trail SW ,Traffic incident.,5/7/2025 9:17,5/7/2025 10:06,SW,-114.2265599,51.05264128,1,2025-05-07T09:17:2351.05264128455963-114.22655991353544,POINT (-114.22655991353544 51.05264128455963)
 99 Avenue west of Macleod Trail SW ,Traffic incident.,5/7/2025 9:09,5/7/2025 9:52,SW,-114.0723624,50.96094451,1,2025-05-07T09:09:3550.960944513334844-114.07236242624836,POINT (-114.07236242624836 50.960944513334844)
 Southbound Deerfoot Trail approaching Memorial Drive SE ,Traffic incident. Blocking the left lanes,5/7/2025 7:49,5/7/2025 9:27,SE,-114.0191145,51.05210316,1,2025-05-07T07:49:3751.05210316436247-114.01911453408067,POINT (-114.01911453408067 51.05210316436247)
 Eastbound Glenmore Trail at Blackfoot Trail SE ,Two vehicle incident. Partially blocking the EB on-ramp,5/7/2025 7:45,5/7/2025 7:51,SE,-114.0480396,50.99424273,1,2025-05-07T07:45:0250.99424273391919-114.04803960589244,POINT (-114.04803960589244 50.99424273391919)
 Fish Creek Boulevard and Everstone Drive SW ,Traffic incident.,5/7/2025 7:18,5/7/2025 7:51,SW,-114.1056901,50.91758096,1,2025-05-07T07:18:2450.91758096171472-114.10569006005457,POINT (-114.10569006005457 50.91758096171472)
 1a Street and 58 Avenue SW ,Traffic incident.,5/7/2025 1:32,5/7/2025 1:33,SW,-114.0676997,51.0013451,1,2025-05-07T01:32:2051.001345102684226-114.06769969951692,POINT (-114.06769969951692 51.001345102684226)
 5 Street and 14 Avenue SW ,There is an incident involving a pedestrian- EMS on site.,5/6/2025 23:40,5/6/2025 23:41,SW,-114.0742824,51.03981823,1,2025-05-06T23:40:5051.03981822880625-114.07428243620204,POINT (-114.07428243620204 51.03981822880625)
 Sheriff King Street and 194 Avenue SW ,Two vehicle incident. Blocking the EB right lane,5/6/2025 21:05,5/6/2025 21:07,SW,-114.0714406,50.87755872,1,2025-05-06T21:05:5650.87755872205959-114.0714406046776,POINT (-114.0714406046776 50.87755872205959)
 Northbound Stoney Trail and 114 Avenue SE ,Traffic incident. NB Stoney and the NB ramp at 114 Ave are closed.,5/6/2025 19:24,5/6/2025 19:26,SE,-113.9201223,50.94096311,1,2025-05-06T19:24:1750.94096311081435-113.9201222746273,POINT (-113.9201222746273 50.94096311081435)
 Northbound Barlow Trail and 114 Avenue SE ,Two vehicle incident. blocking multiple lanes,5/6/2025 18:32,5/6/2025 18:36,SE,-113.9821108,50.95052949,1,2025-05-06T18:32:5250.95052948523538-113.98211077157286,POINT (-113.98211077157286 50.95052948523538)
 25 Street and 17 Avenue SW ,Traffic incident.,5/6/2025 18:30,5/6/2025 19:26,SW,-114.1207794,51.03780941,1,2025-05-06T18:30:2151.037809414850194-114.1207793528234,POINT (-114.1207793528234 51.037809414850194)
 Northbound Stoney Trail approaching Glenmore Trail SE ,Traffic incident.,5/6/2025 18:15,5/6/2025 18:22,SE,-113.9199993,50.97267192,1,2025-05-06T18:15:3350.97267192155234-113.91999926485835,POINT (-113.91999926485835 50.97267192155234)
 Northbound Deerfoot Trail after Country Hills Boulevard NE ,Multi-vehicle incident. Blocking the right lane,5/6/2025 16:47,5/6/2025 18:56,NE,-114.0093713,51.15972013,1,2025-05-06T16:47:5951.15972012987756-114.0093713213429,POINT (-114.0093713213429 51.15972012987756)
 Bannister Road and Bannister Mr SE ,Two vehicle incident.,5/6/2025 16:42,5/6/2025 16:49,NW,-114.0686368,50.91923876,1,2025-05-06T16:42:1750.919238764577074-114.06863677657522,POINT (-114.06863677657522 50.919238764577074)
 Deerfoot Trail and Southland Drive SE ,Traffic incident. Blocking the EB right lane,5/6/2025 16:41,5/6/2025 17:53,SE,-114.0344084,50.96705761,1,2025-05-06T16:41:3350.967057613313585-114.0344084101252,POINT (-114.0344084101252 50.967057613313585)
 Southbound 52 Street and 126 Avenue SE ,Traffic incident. Blocking multiple lanes,5/6/2025 16:28,5/6/2025 18:36,SE,-113.9587153,50.93424619,1,2025-05-06T16:28:0550.934246189386165-113.95871533554948,POINT (-113.95871533554948 50.934246189386165)
 Northbound Saddletowne Circle after Taravista Drive NE ,Traffic incident.,5/6/2025 15:53,5/6/2025 16:01,NE,-113.9442872,51.12249539,1,2025-05-06T15:53:4751.12249538808634-113.94428720181897,POINT (-113.94428720181897 51.12249538808634)
 24 Avenue and 22 Street NW ,Traffic incident. Blocking the EB lane,5/6/2025 15:43,5/6/2025 15:45,NW,-114.1129463,51.07427703,1,2025-05-06T15:43:0451.074277033538536-114.11294629077683,POINT (-114.11294629077683 51.074277033538536)
 Country Hills Boulevard and Beddington Trail NW ,Multi-vehicle incident. Blocking the EB left lane,5/6/2025 15:28,5/6/2025 15:45,NW,-114.0981439,51.14253523,1,2025-05-06T15:28:3351.14253523383051-114.09814393559544,POINT (-114.09814393559544 51.14253523383051)
 Eastbound Memorial Drive approaching Barlow Trail SE ,Traffic incident. Blocking the left lane,5/6/2025 14:32,5/6/2025 15:45,SE,-114.0082924,51.04575652,1,2025-05-06T14:32:5051.04575651697269-114.00829243033125,POINT (-114.00829243033125 51.04575651697269)
 Westbound 64 Avenue at Martindale Gate NE ,Traffic incident. Blocking the left lane,5/6/2025 12:16,5/6/2025 12:23,NE,-113.9649974,51.1107343,1,2025-05-06T12:16:5751.11073429625108-113.96499741359533,POINT (-113.96499741359533 51.11073429625108)
 Castleridge Boulevard west of Falconridge Boulevard NE ,There is an incident involving a cyclist- EMS Dispatched.,5/6/2025 11:56,5/6/2025 12:54,NE,-113.9602791,51.09996212,1,2025-05-06T11:56:4051.09996212078647-113.96027908763178,POINT (-113.96027908763178 51.09996212078647)
 68 Street and Memorial Drive E ,Traffic incident.,5/6/2025 11:23,5/6/2025 11:58,NE,-113.9355533,51.05247352,1,2025-05-06T11:23:4151.052473517787625-113.93555329877539,POINT (-113.93555329877539 51.052473517787625)
 16 Avenue and University Boulevard NW ,Traffic incident.,5/6/2025 11:18,5/6/2025 11:58,NW,-114.1408556,51.0665387,1,2025-05-06T11:18:1751.06653870000409-114.14085562247362,POINT (-114.14085562247362 51.06653870000409)
 Eastbound 16 Avenue at Deerfoot Trail NE ,Traffic incident. Blocking the right lane,5/6/2025 10:50,5/6/2025 12:54,NE,-114.0282866,51.06639216,1,2025-05-06T10:50:5451.06639215902894-114.0282865765105,POINT (-114.0282865765105 51.06639215902894)
 Eastbound 16 Avenue at 19 Street NW ,Traffic incident. Blocking the right lane,5/6/2025 10:42,5/6/2025 10:58,NW,-114.1063502,51.06690538,1,2025-05-06T10:42:5351.06690537585931-114.10635020132074,POINT (-114.10635020132074 51.06690537585931)
 69 Street and Strathcona Drive SW ,Traffic incident.,5/6/2025 9:26,5/6/2025 10:58,SW,-114.1876535,51.04756459,1,2025-05-06T09:26:2151.04756458668825-114.18765354504357,POINT (-114.18765354504357 51.04756458668825)
